ID,age,workclass,education,marital_status,occupation,relationship,race,sex,native_country,amount
581,33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
582,49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
583,47, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
584,49, Local-gov, 10th, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
585,43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
586,30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, >50K
587,58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
588,19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
589,21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
590,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
591,47, Self-emp-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male, Cuba, <=50K
592,52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
593,26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
594,60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
595,21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
596,36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
597,31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
598,50, Self-emp-inc, Doctorate, Separated, Prof-specialty, Not-in-family, White, Male, United-States, >50K
599,31, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
600,71, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
601,30, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
602,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
603,24, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male, United-States, <=50K
604,35, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Taiwan, >50K
605,38, State-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
606,27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
607,29, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, Philippines, <=50K
608,34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
609,44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
610,43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
611,44, Self-emp-not-inc, 12th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States, >50K
612,35, Private, Masters, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
613,27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
614,43, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
615,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
616,42, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female, United-States, >50K
617,27, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
618,42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, >50K
619,24, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
620,48, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
621,17, Self-emp-not-inc, 11th, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
622,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
623,50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
624,22, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
625,17, Private, 12th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
626,32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, Mexico, <=50K
627,31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
628,58, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
629,29, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
630,37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal, >50K
631,34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
632,23, Local-gov, Some-college, Separated, Exec-managerial, Unmarried, Black, Male, United-States, <=50K
633,18, State-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
634,34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
635,45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
636,41, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, Dominican-Republic, <=50K
637,26, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male, United-States, <=50K
638,54, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
639,24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female, United-States, <=50K
640,42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
641,20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
642,23, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
643,35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
644,31, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
645,30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, Poland, <=50K
646,19, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
647,36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
648,31, Private, Bachelors, Widowed, Sales, Unmarried, White, Female, Cuba, <=50K
649,21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
650,31, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
651,46, Private, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female, United-States, >50K
652,44, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female, United-States, >50K
653,40, Private, 12th, Married-civ-spouse, Other-service, Husband, Black, Male, Jamaica, <=50K
654,45, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male, United-States, <=50K
655,60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
656,18, Private, 11th, Never-married, Other-service, Other-relative, White, Male, United-States, <=50K
657,28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
658,36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
659,36, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male, ?, <=50K
660,40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
661,36, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, Honduras, <=50K
662,31, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
663,33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
664,19, State-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female, United-States, <=50K
665,22, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
666,34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
667,33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
668,41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
669,29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
670,50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
671,42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
672,44, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
673,20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
674,31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Mexico, <=50K
675,23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
676,55, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
677,26, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
678,25, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
679,35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
680,36, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female, United-States, <=50K
681,43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
682,56, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female, United-States, <=50K
683,42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
684,19, Private, Some-college, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
685,55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
686,42, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, >50K
687,26, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
688,17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
689,42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
690,55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
691,32, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female, United-States, <=50K
692,29, Private, 11th, Never-married, Craft-repair, Own-child, Black, Male, Haiti, <=50K
693,46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
694,29, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
695,22, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male, United-States, <=50K
696,58, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
697,23, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
698,39, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
699,27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
700,54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
701,33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
702,46, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
703,37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male, United-States, <=50K
704,36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
705,59, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
706,34, Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Male, Portugal, <=50K
707,53, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
708,51, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
709,32, Private, 10th, Separated, Other-service, Unmarried, White, Female, United-States, <=50K
710,31, State-gov, Some-college, Married-spouse-absent, Other-service, Other-relative, White, Male, United-States, <=50K
711,22, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female, Germany, <=50K
712,47, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
713,32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
714,26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female, United-States, <=50K
715,37, Private, 5th-6th, Separated, Farming-fishing, Not-in-family, White, Male, Guatemala, <=50K
716,31, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
717,37, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female, United-States, >50K
718,55, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
719,23, Local-gov, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male, United-States, <=50K
720,36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
721,28, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
722,40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
723,41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
724,40, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female, United-States, >50K
725,42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
726,61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
727,18, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
728,48, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
729,41, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
730,23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
731,60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
732,22, Private, Some-college, Never-married, Other-service, Other-relative, Black, Male, United-States, <=50K
733,61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
734,25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
735,46, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male, United-States, >50K
736,43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, England, >50K
737,43, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
738,24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
739,68, Self-emp-not-inc, 11th, Never-married, Farming-fishing, Unmarried, White, Male, United-States, <=50K
740,31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
741,17, Private, 11th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
742,32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
743,33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
744,64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
745,20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
746,30, Private, HS-grad, Separated, Other-service, Own-child, White, Female, United-States, <=50K
747,43, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
748,22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
749,17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
750,47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, Italy, <=50K
751,41, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
752,56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
753,64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
754,47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
755,48, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male, United-States, <=50K
756,31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
757,29, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
758,30, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
759,32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
760,57, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male, United-States, >50K
761,62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
762,39, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
763,43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
764,24, Self-emp-inc, Bachelors, Never-married, Sales, Own-child, White, Male, United-States, <=50K
765,53, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
766,26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
767,73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
768,55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
769,25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
770,41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, >50K
771,24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
772,63, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
773,17, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States, <=50K
774,35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
775,51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
776,62, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
777,55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
778,43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
779,40, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
780,37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
781,39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
782,31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
783,61, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, >50K
784,26, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
785,46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
786,26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
787,48, State-gov, Doctorate, Divorced, Prof-specialty, Own-child, White, Male, United-States, >50K
788,34, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
789,34, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
790,59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, >50K
791,34, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
792,49, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, >50K
793,18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
794,43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico, <=50K
795,48, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
796,28, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
797,33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
798,24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
799,21, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
800,17, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States, <=50K
801,39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
802,29, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Own-child, White, Male, United-States, <=50K
803,44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
804,24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
805,71, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
806,51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, China, >50K
807,55, Private, 5th-6th, Divorced, Other-service, Unmarried, Black, Male, United-States, <=50K
808,41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
809,23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
810,38, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
811,39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
812,19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
813,49, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
814,32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Male, Philippines, >50K
815,27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
816,38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
817,33, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
818,23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
819,54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male, United-States, <=50K
820,29, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
821,35, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
822,28, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, India, <=50K
823,37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
824,42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
825,40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
826,47, Private, Some-college, Divorced, Sales, Own-child, White, Male, United-States, <=50K
827,22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
828,30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
829,28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
830,63, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
831,51, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
832,22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female, United-States, <=50K
833,35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
834,46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
835,37, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
836,24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male, United-States, <=50K
837,37, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
838,53, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
839,27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
840,38, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
841,53, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
842,34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
843,23, Private, HS-grad, Never-married, Sales, Own-child, Black, Male, United-States, <=50K
844,39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
845,43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, South, <=50K
846,67, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, United-States, >50K
847,81, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
848,21, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
849,23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
850,25, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
851,42, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Mexico, <=50K
852,38, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, <=50K
853,32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
854,37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
855,51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
856,22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
857,33, Private, 1st-4th, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female, Guatemala, <=50K
858,42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
859,51, Local-gov, Preschool, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
860,23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, Mexico, <=50K
861,37, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
862,37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
863,47, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
864,41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
865,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
866,31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
867,31, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
868,35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
869,38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
870,18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
871,20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
872,54, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
873,40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
